,name,precision,recall,f1,auc
0,normal / no indexing,0.5038759689922481,0.8441558441558441,0.6310679611650485,0.7441214088941361
1,cardiomegaly,0.29333333333333333,0.5,0.3697478991596639,0.8118569741946364
2,scoliosis / degenerative,0.24550898203592814,0.5125,0.33198380566801616,0.661530815109344
3,fractures bone,0.1,0.08333333333333333,0.0909090909090909,0.7400758902510216
4,pleural effusion,0.21052631578947367,0.4444444444444444,0.2857142857142857,0.9405113077679449
5,thickening,0.0,0.0,0.0,0.41421143847486996
6,pneumothorax,0.0,0.0,0.0,0.4298850574712643
7,hernia hiatal,0.07142857142857142,0.5,0.125,0.8648180242634316
8,calcinosis,0.08846153846153847,0.6052631578947368,0.15436241610738255,0.6336069531627232
9,emphysema / pulmonary emphysema,0.14666666666666667,0.6470588235294118,0.23913043478260873,0.8947204323425484
10,pneumonia / infiltrate / consolidation,0.12727272727272726,0.4666666666666667,0.19999999999999996,0.7307511737089202
11,pulmonary edema,0.1,0.16666666666666666,0.125,0.7770075101097632
12,pulmonary atelectasis,0.23170731707317074,0.4418604651162791,0.304,0.7163221360895778
13,cicatrix,0.11965811965811966,0.5384615384615384,0.1958041958041958,0.7031487363623808
14,opacity,0.30927835051546393,0.4411764705882353,0.3636363636363637,0.707795545402627
15,nodule / mass,0.00975609756097561,0.11764705882352941,0.018018018018018018,0.4040739970900021
16,airspace disease,0.09375,0.15,0.11538461538461538,0.6542628774422735
17,hypoinflation / hyperdistention,0.2541436464088398,0.5679012345679012,0.3511450381679389,0.7394619054645615
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.2549019607843137,0.3170731707317073,0.28260869565217384,0.7484024840248402
19,other,0.10752688172043011,0.5084745762711864,0.17751479289940827,0.5483568378832966
