,name,precision,recall,f1,auc
0,normal / no indexing,0.5501519756838906,0.7835497835497836,0.6464285714285715,0.7532344549390003
1,cardiomegaly,0.25,0.5227272727272727,0.3382352941176471,0.8142182492831844
2,scoliosis / degenerative,0.19166666666666668,0.575,0.28750000000000003,0.639910536779324
3,fractures bone,0.05333333333333334,0.3333333333333333,0.09195402298850575,0.700379451255108
4,pleural effusion,0.1411764705882353,0.6666666666666666,0.23300970873786406,0.8759095378564405
5,thickening,0.0,0.0,0.0,0.3963027151935297
6,pneumothorax,0.0,0.0,0.0,0.5574712643678161
7,hernia hiatal,0.06666666666666667,0.6666666666666666,0.1212121212121212,0.8815713460427499
8,calcinosis,0.09259259259259259,0.7894736842105263,0.16574585635359115,0.6496861419604055
9,emphysema / pulmonary emphysema,0.09316770186335403,0.8823529411764706,0.16853932584269662,0.8720640199542714
10,pneumonia / infiltrate / consolidation,0.11267605633802817,0.5333333333333333,0.18604651162790697,0.7525821596244131
11,pulmonary edema,0.021739130434782608,0.16666666666666666,0.03846153846153846,0.7654534950895435
12,pulmonary atelectasis,0.16666666666666666,0.4418604651162791,0.24203821656050953,0.7143410852713178
13,cicatrix,0.08994708994708994,0.6538461538461539,0.15813953488372093,0.7194448280624225
14,opacity,0.2857142857142857,0.4411764705882353,0.3468208092485549,0.7334094802969732
15,nodule / mass,0.023474178403755867,0.29411764705882354,0.043478260869565216,0.5017667844522968
16,airspace disease,0.11764705882352941,0.2,0.14814814814814817,0.6840142095914743
17,hypoinflation / hyperdistention,0.23504273504273504,0.6790123456790124,0.3492063492063492,0.7210909448625251
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.1574074074074074,0.4146341463414634,0.22818791946308728,0.7231572315723157
19,other,0.11455108359133127,0.6271186440677966,0.19371727748691103,0.5285289170655971
