,name,precision,recall,f1,auc
0,normal / no indexing,0.46402877697841727,0.5584415584415584,0.5068762278978389,0.5824724517906337
1,cardiomegaly,0.08275862068965517,0.2727272727272727,0.12698412698412698,0.5508517456569405
2,scoliosis / degenerative,0.15725806451612903,0.4875,0.23780487804878048,0.5267147117296223
3,fractures bone,0.058823529411764705,0.16666666666666666,0.08695652173913045,0.5837711617046117
4,pleural effusion,0.046242774566473986,0.4444444444444444,0.08376963350785341,0.6634218289085546
5,thickening,0.0033783783783783786,0.16666666666666666,0.006622516556291392,0.2417677642980936
6,pneumothorax,0.005385996409335727,1.0,0.010714285714285714,0.5011494252873563
7,hernia hiatal,0.014778325123152709,0.5,0.028708133971291867,0.6302715193529752
8,calcinosis,0.06653620352250489,0.8947368421052632,0.1238615664845173,0.5102848865282472
9,emphysema / pulmonary emphysema,0.03736263736263736,1.0,0.07203389830508473,0.6331324049054251
10,pneumonia / infiltrate / consolidation,0.018726591760299626,0.6666666666666666,0.03642987249544626,0.37640845070422535
11,pulmonary edema,0.0,0.0,0.0,0.46504910456383597
12,pulmonary atelectasis,0.07344632768361582,0.9069767441860465,0.13588850174216027,0.5015934539190353
13,cicatrix,0.05128205128205128,0.7692307692307693,0.09615384615384615,0.580858997376053
14,opacity,0.13740458015267176,0.5294117647058824,0.21818181818181817,0.5701313535122787
15,nodule / mass,0.0547945205479452,0.23529411764705882,0.08888888888888889,0.5803367283309082
16,airspace disease,0.0,0.0,0.0,0.4644760213143872
17,hypoinflation / hyperdistention,0.15425531914893617,0.7160493827160493,0.2538293216630197,0.5803944714967291
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.09941520467836257,0.4146341463414634,0.16037735849056603,0.5640806408064081
19,other,0.102880658436214,0.847457627118644,0.18348623853211007,0.541564238581964
