,name,precision,recall,f1,auc
0,normal / no indexing,0.5459610027855153,0.8484848484848485,0.664406779661017,0.7504673356946086
1,cardiomegaly,0.27710843373493976,0.5227272727272727,0.36220472440944884,0.8179709900489122
2,scoliosis / degenerative,0.205607476635514,0.55,0.29931972789115646,0.643389662027833
3,fractures bone,0.05970149253731343,0.3333333333333333,0.10126582278481013,0.6749854057209574
4,pleural effusion,0.14432989690721648,0.7777777777777778,0.24347826086956517,0.8893805309734514
5,thickening,0.041666666666666664,0.16666666666666666,0.06666666666666667,0.45465049104563837
6,pneumothorax,0.0,0.0,0.0,0.514367816091954
7,hernia hiatal,0.07272727272727272,0.6666666666666666,0.13114754098360654,0.892836510687464
8,calcinosis,0.10084033613445378,0.631578947368421,0.1739130434782609,0.6550941574118784
9,emphysema / pulmonary emphysema,0.0875,0.8235294117647058,0.1581920903954802,0.8559551028892123
10,pneumonia / infiltrate / consolidation,0.09183673469387756,0.6,0.1592920353982301,0.7528169014084508
11,pulmonary edema,0.04081632653061224,0.3333333333333333,0.07272727272727272,0.7409012131715771
12,pulmonary atelectasis,0.1721311475409836,0.4883720930232558,0.2545454545454545,0.7138673557278209
13,cicatrix,0.11180124223602485,0.6923076923076923,0.19251336898395724,0.7482391934815633
14,opacity,0.3017241379310345,0.5147058823529411,0.3804347826086956,0.740833809251856
15,nodule / mass,0.037037037037037035,0.29411764705882354,0.06578947368421052,0.5280606942423612
16,airspace disease,0.0851063829787234,0.2,0.11940298507462686,0.6743339253996448
17,hypoinflation / hyperdistention,0.25462962962962965,0.6790123456790124,0.37037037037037035,0.737764989425016
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.16964285714285715,0.4634146341463415,0.24836601307189543,0.7297722977229772
19,other,0.10714285714285714,0.5084745762711864,0.17699115044247787,0.5365183076724026
