,name,precision,recall,f1,auc
0,normal / no indexing,0.4268774703557312,0.4675324675324675,0.4462809917355372,0.5547028728846911
1,cardiomegaly,0.07633587786259542,0.22727272727272727,0.1142857142857143,0.5252993759487266
2,scoliosis / degenerative,0.12849162011173185,0.2875,0.1776061776061776,0.4995526838966203
3,fractures bone,0.0,0.0,0.0,0.5664039696438996
4,pleural effusion,0.03676470588235294,0.5555555555555556,0.06896551724137931,0.5815142576204524
5,thickening,0.008695652173913044,0.6666666666666666,0.01716738197424893,0.4433853264009243
6,pneumothorax,0.0051635111876075735,1.0,0.010273972602739727,0.5568965517241379
7,hernia hiatal,0.006024096385542169,0.16666666666666666,0.011627906976744186,0.5618139803581745
8,calcinosis,0.06529209621993128,1.0,0.12258064516129033,0.4735876388218252
9,emphysema / pulmonary emphysema,0.036637931034482756,1.0,0.07068607068607069,0.5654749532321763
10,pneumonia / infiltrate / consolidation,0.024179620034542316,0.9333333333333333,0.047138047138047146,0.40457746478873235
11,pulmonary edema,0.0,0.0,0.0,0.42894280762564996
12,pulmonary atelectasis,0.07375643224699828,1.0,0.13738019169329072,0.4914298018949182
13,cicatrix,0.04899777282850779,0.8461538461538461,0.09263157894736841,0.6488054136169037
14,opacity,0.12560386473429952,0.7647058823529411,0.21576763485477177,0.5132781267846944
15,nodule / mass,0.05,0.11764705882352941,0.07017543859649122,0.5858449386821867
16,airspace disease,0.0,0.0,0.0,0.4281527531083481
17,hypoinflation / hyperdistention,0.1488673139158576,0.5679012345679012,0.2358974358974359,0.5408243568934139
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.08333333333333333,0.34146341463414637,0.1339712918660287,0.503510035100351
19,other,0.10251450676982592,0.8983050847457628,0.1840277777777778,0.5168521154094967
