,name,precision,recall,f1,auc
0,normal / no indexing,0.5271739130434783,0.8398268398268398,0.647746243739566,0.7437647579693034
1,cardiomegaly,0.30985915492957744,0.5,0.38260869565217387,0.8354275594535335
2,scoliosis / degenerative,0.2360248447204969,0.475,0.3153526970954357,0.6712226640159047
3,fractures bone,0.17391304347826086,0.3333333333333333,0.22857142857142854,0.7088441330998247
4,pleural effusion,0.14705882352941177,0.2777777777777778,0.1923076923076923,0.9098328416912488
5,thickening,0.0,0.0,0.0,0.5583477758521086
6,pneumothorax,0.0,0.0,0.0,0.4862068965517241
7,hernia hiatal,0.07142857142857142,0.5,0.125,0.865106874638937
8,calcinosis,0.09125475285171103,0.631578947368421,0.159468438538206,0.6310960888459682
9,emphysema / pulmonary emphysema,0.15384615384615385,0.8235294117647058,0.25925925925925924,0.9014757846601538
10,pneumonia / infiltrate / consolidation,0.16129032258064516,0.3333333333333333,0.21739130434782605,0.7167840375586854
11,pulmonary edema,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.8200462160600808
12,pulmonary atelectasis,0.16901408450704225,0.27906976744186046,0.21052631578947367,0.715848406546081
13,cicatrix,0.10240963855421686,0.6538461538461539,0.17708333333333334,0.7196519817704737
14,opacity,0.3125,0.36764705882352944,0.33783783783783783,0.7296973158195317
15,nodule / mass,0.013157894736842105,0.11764705882352941,0.023668639053254434,0.47474537518187493
16,airspace disease,0.0,0.0,0.0,0.6892539964476021
17,hypoinflation / hyperdistention,0.2542372881355932,0.5555555555555556,0.3488372093023256,0.7181643795189612
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.2077922077922078,0.3902439024390244,0.27118644067796616,0.7142921429214292
19,other,0.10852713178294573,0.711864406779661,0.1883408071748879,0.5376180618449994
