,name,precision,recall,f1,auc
0,normal / no indexing,0.5350877192982456,0.7922077922077922,0.6387434554973822,0.7327700708382525
1,cardiomegaly,0.2619047619047619,0.5,0.34375000000000006,0.7991229549671108
2,scoliosis / degenerative,0.21212121212121213,0.525,0.302158273381295,0.6580516898608351
3,fractures bone,0.06779661016949153,0.3333333333333333,0.11267605633802817,0.7392002335084646
4,pleural effusion,0.13043478260869565,0.5,0.20689655172413793,0.8740412979351033
5,thickening,0.02857142857142857,0.16666666666666666,0.048780487804878044,0.4771808203350664
6,pneumothorax,0.0,0.0,0.0,0.517816091954023
7,hernia hiatal,0.05970149253731343,0.6666666666666666,0.10958904109589042,0.8705950317735414
8,calcinosis,0.08494208494208494,0.5789473684210527,0.14814814814814814,0.6213423466924192
9,emphysema / pulmonary emphysema,0.09285714285714286,0.7647058823529411,0.16560509554140126,0.8701933070047807
10,pneumonia / infiltrate / consolidation,0.08860759493670886,0.4666666666666667,0.14893617021276595,0.7326291079812206
11,pulmonary edema,0.04,0.3333333333333333,0.07142857142857142,0.7654534950895436
12,pulmonary atelectasis,0.18518518518518517,0.46511627906976744,0.2649006622516556,0.7438415159345392
13,cicatrix,0.08571428571428572,0.6923076923076923,0.15254237288135591,0.7144731390691893
14,opacity,0.3103448275862069,0.39705882352941174,0.34838709677419355,0.7433466590519704
15,nodule / mass,0.03278688524590164,0.35294117647058826,0.060000000000000005,0.5180835585117439
16,airspace disease,0.06818181818181818,0.15,0.09374999999999999,0.6079040852575488
17,hypoinflation / hyperdistention,0.24644549763033174,0.6419753086419753,0.3561643835616438,0.7154099650779597
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.17073170731707318,0.34146341463414637,0.22764227642276427,0.7038070380703807
19,other,0.10617283950617284,0.7288135593220338,0.1853448275862069,0.5203454521930393
