,name,precision,recall,f1,auc
0,normal / no indexing,0.49719101123595505,0.7662337662337663,0.6030664395229983,0.6646743408107045
1,cardiomegaly,0.1827956989247312,0.38636363636363635,0.24817518248175188,0.6902091415078428
2,scoliosis / degenerative,0.15804597701149425,0.6875,0.2570093457943925,0.5506958250497018
3,fractures bone,0.031055900621118012,0.4166666666666667,0.057803468208092484,0.6901634559252773
4,pleural effusion,0.08108108108108109,0.3333333333333333,0.13043478260869568,0.7644051130776794
5,thickening,0.018518518518518517,0.16666666666666666,0.03333333333333333,0.4404968226458694
6,pneumothorax,0.007352941176470588,0.3333333333333333,0.014388489208633096,0.364367816091954
7,hernia hiatal,0.017142857142857144,0.5,0.03314917127071824,0.621317157712305
8,calcinosis,0.07466666666666667,0.7368421052631579,0.13559322033898305,0.5894736842105263
9,emphysema / pulmonary emphysema,0.05519480519480519,1.0,0.10461538461538461,0.8403658283101225
10,pneumonia / infiltrate / consolidation,0.024489795918367346,0.4,0.04615384615384615,0.45035211267605635
11,pulmonary edema,0.02197802197802198,0.3333333333333333,0.04123711340206186,0.5880993645291739
12,pulmonary atelectasis,0.09090909090909091,0.627906976744186,0.1588235294117647,0.5690353143841516
13,cicatrix,0.061224489795918366,0.6923076923076923,0.1125,0.6337522441651706
14,opacity,0.183206106870229,0.35294117647058826,0.24120603015075376,0.65
15,nodule / mass,0.032407407407407406,0.4117647058823529,0.060085836909871244,0.4912700062357098
16,airspace disease,0.1,0.25,0.14285714285714288,0.6034635879218473
17,hypoinflation / hyperdistention,0.18181818181818182,0.6172839506172839,0.2808988764044944,0.6170872067286409
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.12403100775193798,0.3902439024390244,0.18823529411764706,0.6272162721627217
19,other,0.11398963730569948,0.7457627118644068,0.19775280898876407,0.5199249579505757
