,name,precision,recall,f1,auc
0,normal / no indexing,0.5201072386058981,0.8398268398268398,0.6423841059602649,0.7472697756788667
1,cardiomegaly,0.21649484536082475,0.4772727272727273,0.2978723404255319,0.7938944172710407
2,scoliosis / degenerative,0.19148936170212766,0.45,0.26865671641791045,0.6313369781312127
3,fractures bone,0.06451612903225806,0.3333333333333333,0.1081081081081081,0.685055458260362
4,pleural effusion,0.13414634146341464,0.6111111111111112,0.22000000000000003,0.8655850540806292
5,thickening,0.021739130434782608,0.16666666666666666,0.03846153846153846,0.3671288272674755
6,pneumothorax,0.0,0.0,0.0,0.5051724137931034
7,hernia hiatal,0.05454545454545454,0.5,0.09836065573770492,0.8607741190063547
8,calcinosis,0.092,0.6052631578947368,0.15972222222222224,0.609270883631096
9,emphysema / pulmonary emphysema,0.08108108108108109,0.7058823529411765,0.14545454545454548,0.8823529411764706
10,pneumonia / infiltrate / consolidation,0.11428571428571428,0.5333333333333333,0.18823529411764706,0.712206572769953
11,pulmonary edema,0.03508771929824561,0.3333333333333333,0.06349206349206349,0.71894858463316
12,pulmonary atelectasis,0.20833333333333334,0.46511627906976744,0.2877697841726619,0.728380706287683
13,cicatrix,0.08888888888888889,0.6153846153846154,0.15533980582524273,0.7219306725590389
14,opacity,0.3333333333333333,0.3382352941176471,0.3357664233576642,0.7529411764705882
15,nodule / mass,0.022727272727272728,0.17647058823529413,0.040268456375838924,0.5138224901267927
16,airspace disease,0.10204081632653061,0.25,0.14492753623188406,0.6464476021314387
17,hypoinflation / hyperdistention,0.26627218934911245,0.5555555555555556,0.36000000000000004,0.7184594953519257
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.16521739130434782,0.4634146341463415,0.24358974358974358,0.7222572225722258
19,other,0.1048158640226629,0.6271186440677966,0.17961165048543692,0.5102859360848752
