,name,precision,recall,f1,auc
0,normal / no indexing,0.5284552845528455,0.8441558441558441,0.65,0.7580799881936245
1,cardiomegaly,0.24509803921568626,0.5681818181818182,0.34246575342465757,0.8372406813965256
2,scoliosis / degenerative,0.20930232558139536,0.5625,0.30508474576271183,0.6624005964214712
3,fractures bone,0.1,0.25,0.14285714285714288,0.6948336252189141
4,pleural effusion,0.20588235294117646,0.3888888888888889,0.2692307692307692,0.9258603736479842
5,thickening,0.0,0.0,0.0,0.5040439052570769
6,pneumothorax,0.0,0.0,0.0,0.48793103448275865
7,hernia hiatal,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.89052570768342
8,calcinosis,0.09505703422053231,0.6578947368421053,0.16611295681063123,0.617527764365041
9,emphysema / pulmonary emphysema,0.14705882352941177,0.5882352941176471,0.23529411764705882,0.8961754313032634
10,pneumonia / infiltrate / consolidation,0.125,0.3333333333333333,0.18181818181818182,0.729225352112676
11,pulmonary edema,0.07142857142857142,0.16666666666666666,0.1,0.839110340843443
12,pulmonary atelectasis,0.1951219512195122,0.37209302325581395,0.25600000000000006,0.7300172265288544
13,cicatrix,0.10606060606060606,0.5384615384615384,0.17721518987341772,0.7169589835658058
14,opacity,0.3108108108108108,0.3382352941176471,0.32394366197183094,0.7293546544831525
15,nodule / mass,0.01809954751131222,0.23529411764705882,0.033613445378151266,0.4517771773020162
16,airspace disease,0.058823529411764705,0.05,0.05405405405405405,0.6925399644760214
17,hypoinflation / hyperdistention,0.25949367088607594,0.5061728395061729,0.34309623430962344,0.7218533274310166
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.20512820512820512,0.3902439024390244,0.2689075630252101,0.7330573305733057
19,other,0.09933774834437085,0.5084745762711864,0.16620498614958448,0.5177254496053822
