,name,precision,recall,f1,auc
0,normal / no indexing,0.4789473684210526,0.7878787878787878,0.5957446808510638,0.6791740456513183
1,cardiomegaly,0.20270270270270271,0.3409090909090909,0.2542372881355932,0.7363383369876877
2,scoliosis / degenerative,0.15160349854227406,0.65,0.24586288416075652,0.5695328031809145
3,fractures bone,0.03937007874015748,0.4166666666666667,0.07194244604316546,0.677466433158202
4,pleural effusion,0.10975609756097561,0.5,0.18,0.8264503441494592
5,thickening,0.01818181818181818,0.16666666666666666,0.032786885245901634,0.48584633160023105
6,pneumothorax,0.0,0.0,0.0,0.5293103448275862
7,hernia hiatal,0.03389830508474576,0.6666666666666666,0.06451612903225806,0.7660311958405546
8,calcinosis,0.07874015748031496,0.7894736842105263,0.1431980906921241,0.5697247706422017
9,emphysema / pulmonary emphysema,0.06666666666666667,0.9411764705882353,0.1245136186770428,0.8528372479733943
10,pneumonia / infiltrate / consolidation,0.041916167664670656,0.4666666666666667,0.07692307692307693,0.5725352112676055
11,pulmonary edema,0.0,0.0,0.0,0.6285384170999422
12,pulmonary atelectasis,0.10256410256410256,0.5581395348837209,0.1732851985559567,0.6270456503014642
13,cicatrix,0.06229508196721312,0.7307692307692307,0.1148036253776435,0.6882336693826819
14,opacity,0.24175824175824176,0.3235294117647059,0.27672955974842767,0.68478012564249
15,nodule / mass,0.04247104247104247,0.6470588235294118,0.07971014492753623,0.5900020785699439
16,airspace disease,0.13157894736842105,0.25,0.1724137931034483,0.6036412078152753
17,hypoinflation / hyperdistention,0.1824561403508772,0.6419753086419753,0.2841530054644809,0.6438443755840835
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.1044776119402985,0.34146341463414637,0.15999999999999998,0.6639816398163981
19,other,0.10085836909871244,0.7966101694915254,0.179047619047619,0.48787035839047743
