,name,precision,recall,f1,auc
0,normal / no indexing,0.5,0.8614718614718615,0.6327503974562798,0.7186885084612357
1,cardiomegaly,0.25675675675675674,0.4318181818181818,0.3220338983050847,0.7745403946702648
2,scoliosis / degenerative,0.21978021978021978,0.5,0.3053435114503817,0.6187624254473161
3,fractures bone,0.06666666666666667,0.4166666666666667,0.1149425287356322,0.6675423234092236
4,pleural effusion,0.15151515151515152,0.5555555555555556,0.2380952380952381,0.8859390363815143
5,thickening,0.03125,0.16666666666666666,0.05263157894736842,0.4537839399191219
6,pneumothorax,0.0,0.0,0.0,0.5701149425287355
7,hernia hiatal,0.03278688524590164,0.3333333333333333,0.05970149253731344,0.8006932409012132
8,calcinosis,0.10047846889952153,0.5526315789473685,0.1700404858299595,0.6103331723804926
9,emphysema / pulmonary emphysema,0.08391608391608392,0.7058823529411765,0.15,0.8440033257119102
10,pneumonia / infiltrate / consolidation,0.09195402298850575,0.5333333333333333,0.1568627450980392,0.7261737089201878
11,pulmonary edema,0.05357142857142857,0.5,0.09677419354838708,0.8232235701906412
12,pulmonary atelectasis,0.16037735849056603,0.3953488372093023,0.22818791946308722,0.7024547803617572
13,cicatrix,0.0893854748603352,0.6153846153846154,0.15609756097560976,0.7052202734428946
14,opacity,0.26595744680851063,0.36764705882352944,0.308641975308642,0.7160194174757282
15,nodule / mass,0.03902439024390244,0.47058823529411764,0.07207207207207207,0.5898981500727499
16,airspace disease,0.1111111111111111,0.25,0.15384615384615383,0.6690941385435168
17,hypoinflation / hyperdistention,0.22959183673469388,0.5555555555555556,0.3249097472924188,0.6740937484629383
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.1686746987951807,0.34146341463414637,0.22580645161290325,0.7355773557735578
19,other,0.10628019323671498,0.7457627118644068,0.18604651162790697,0.5698343899598913
