,name,precision,recall,f1,auc
0,normal / no indexing,0.532967032967033,0.8398268398268398,0.6521008403361344,0.7512298307752853
1,cardiomegaly,0.2376237623762376,0.5454545454545454,0.3310344827586207,0.8159048743464328
2,scoliosis / degenerative,0.22448979591836735,0.55,0.3188405797101449,0.65191351888668
3,fractures bone,0.1111111111111111,0.3333333333333333,0.16666666666666666,0.7005253940455342
4,pleural effusion,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.9230088495575222
5,thickening,0.0,0.0,0.0,0.5086655112651647
6,pneumothorax,0.0,0.0,0.0,0.4925287356321839
7,hernia hiatal,0.03125,0.16666666666666666,0.05263157894736842,0.8622183708838822
8,calcinosis,0.08677685950413223,0.5526315789473685,0.15,0.5992274263640752
9,emphysema / pulmonary emphysema,0.11827956989247312,0.6470588235294118,0.2,0.8873415090417792
10,pneumonia / infiltrate / consolidation,0.11764705882352941,0.4,0.1818181818181818,0.7309859154929578
11,pulmonary edema,0.047619047619047616,0.3333333333333333,0.08333333333333333,0.7983824378971693
12,pulmonary atelectasis,0.19148936170212766,0.4186046511627907,0.26277372262773724,0.727950043066322
13,cicatrix,0.1103448275862069,0.6153846153846154,0.18713450292397663,0.7302858721171109
14,opacity,0.3225806451612903,0.4411764705882353,0.3726708074534162,0.7390348372358653
15,nodule / mass,0.01282051282051282,0.11764705882352941,0.02312138728323699,0.4574932446476824
16,airspace disease,0.06896551724137931,0.1,0.08163265306122448,0.7079040852575489
17,hypoinflation / hyperdistention,0.27932960893854747,0.6172839506172839,0.38461538461538464,0.7128522945256013
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.17796610169491525,0.5121951219512195,0.2641509433962264,0.7525425254252542
19,other,0.11851851851851852,0.5423728813559322,0.19452887537993918,0.5781148919653254
