,name,precision,recall,f1,auc
0,normal / no indexing,0.4423676012461059,0.6147186147186147,0.5144927536231884,0.5942665289256199
1,cardiomegaly,0.13636363636363635,0.2727272727272727,0.1818181818181818,0.5790183842131894
2,scoliosis / degenerative,0.16304347826086957,0.75,0.26785714285714285,0.5545974155069582
3,fractures bone,0.0297029702970297,0.25,0.053097345132743355,0.6462346760070052
4,pleural effusion,0.07142857142857142,0.3888888888888889,0.12068965517241378,0.6728613569321533
5,thickening,0.0,0.0,0.0,0.3304448295782785
6,pneumothorax,0.0038022813688212928,0.3333333333333333,0.0075187969924812035,0.40689655172413786
7,hernia hiatal,0.01,0.3333333333333333,0.019417475728155338,0.574523396880416
8,calcinosis,0.07380952380952381,0.8157894736842105,0.13537117903930132,0.5377595364558184
9,emphysema / pulmonary emphysema,0.03908045977011494,1.0,0.0752212389380531,0.6861359384743296
10,pneumonia / infiltrate / consolidation,0.021875,0.4666666666666667,0.041791044776119404,0.4203051643192488
11,pulmonary edema,0.0,0.0,0.0,0.5413056036972848
12,pulmonary atelectasis,0.06274509803921569,0.37209302325581395,0.10738255033557047,0.47833763996554696
13,cicatrix,0.06231454005934718,0.8076923076923077,0.11570247933884298,0.6764259080237537
14,opacity,0.16774193548387098,0.38235294117647056,0.23318385650224216,0.5875214163335236
15,nodule / mass,0.055944055944055944,0.47058823529411764,0.09999999999999999,0.6056952816462274
16,airspace disease,0.14285714285714285,0.05,0.07407407407407408,0.6174067495559502
17,hypoinflation / hyperdistention,0.1597222222222222,0.5679012345679012,0.24932249322493222,0.5631793812404702
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.09142857142857143,0.3902439024390244,0.14814814814814814,0.5792457924579246
19,other,0.10410958904109589,0.6440677966101694,0.1792452830188679,0.5144261870875921
