,name,precision,recall,f1,auc
0,normal / no indexing,0.49696969696969695,0.70995670995671,0.5846702317290552,0.6633215269578906
1,cardiomegaly,0.208955223880597,0.3181818181818182,0.2522522522522523,0.6924860853432282
2,scoliosis / degenerative,0.14968152866242038,0.5875,0.23857868020304568,0.5606610337972167
3,fractures bone,0.034482758620689655,0.5,0.06451612903225806,0.667834208990076
4,pleural effusion,0.12087912087912088,0.6111111111111112,0.20183486238532108,0.8030481809242871
5,thickening,0.01639344262295082,0.16666666666666666,0.02985074626865672,0.4586943963027152
6,pneumothorax,0.0,0.0,0.0,0.3333333333333333
7,hernia hiatal,0.02,0.3333333333333333,0.03773584905660377,0.6689774696707106
8,calcinosis,0.07365439093484419,0.6842105263157895,0.1329923273657289,0.5333172380492516
9,emphysema / pulmonary emphysema,0.056338028169014086,0.9411764705882353,0.10631229235880398,0.8362086884223654
10,pneumonia / infiltrate / consolidation,0.029535864978902954,0.4666666666666667,0.05555555555555556,0.5992957746478873
11,pulmonary edema,0.015151515151515152,0.16666666666666666,0.027777777777777776,0.5730791450028885
12,pulmonary atelectasis,0.10087719298245613,0.5348837209302325,0.16974169741697415,0.6036606373815676
13,cicatrix,0.05863192182410423,0.6923076923076923,0.1081081081081081,0.6557795884546332
14,opacity,0.18012422360248448,0.4264705882352941,0.25327510917030566,0.6298972015990862
15,nodule / mass,0.0371900826446281,0.5294117647058824,0.0694980694980695,0.5706713780918727
16,airspace disease,0.08,0.2,0.11428571428571428,0.6092362344582593
17,hypoinflation / hyperdistention,0.18861209964412812,0.654320987654321,0.2928176795580111,0.6084796616005116
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.13114754098360656,0.3902439024390244,0.19631901840490798,0.6511115111151111
19,other,0.0988235294117647,0.711864406779661,0.17355371900826447,0.48709406132746796
