,name,precision,recall,f1,auc
0,normal / no indexing,0.5244755244755245,0.6493506493506493,0.5802707930367504,0.6691755214482487
1,cardiomegaly,0.14285714285714285,0.3181818181818182,0.19718309859154928,0.6787400910777535
2,scoliosis / degenerative,0.14615384615384616,0.475,0.22352941176470587,0.516227634194831
3,fractures bone,0.033707865168539325,0.5,0.06315789473684211,0.6903093987157034
4,pleural effusion,0.06474820143884892,0.5,0.11464968152866241,0.7188790560471976
5,thickening,0.0078125,0.16666666666666666,0.014925373134328358,0.5346620450606586
6,pneumothorax,0.00558659217877095,0.3333333333333333,0.01098901098901099,0.5218390804597701
7,hernia hiatal,0.024691358024691357,0.6666666666666666,0.047619047619047616,0.7553437319468516
8,calcinosis,0.09090909090909091,0.631578947368421,0.15894039735099338,0.5811202317720907
9,emphysema / pulmonary emphysema,0.04285714285714286,0.8823529411764706,0.08174386920980926,0.7854915817917273
10,pneumonia / infiltrate / consolidation,0.02074688796680498,0.3333333333333333,0.0390625,0.43732394366197186
11,pulmonary edema,0.010752688172043012,0.16666666666666666,0.020202020202020204,0.6178509532062392
12,pulmonary atelectasis,0.0798611111111111,0.5348837209302325,0.13897280966767372,0.5517226528854435
13,cicatrix,0.059190031152647975,0.7307692307692307,0.1095100864553314,0.6715232702665377
14,opacity,0.20175438596491227,0.3382352941176471,0.25274725274725274,0.624357509994289
15,nodule / mass,0.04040404040404041,0.47058823529411764,0.07441860465116279,0.5840781542298898
16,airspace disease,0.11764705882352941,0.3,0.16901408450704228,0.5705150976909413
17,hypoinflation / hyperdistention,0.16816816816816818,0.691358024691358,0.2705314009661836,0.6097830898627712
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.11805555555555555,0.4146341463414634,0.1837837837837838,0.6231662316623165
19,other,0.10837438423645321,0.7457627118644068,0.189247311827957,0.5439901669038686
