,name,precision,recall,f1,auc
0,normal / no indexing,0.45741324921135645,0.6277056277056277,0.5291970802919708,0.6011043880362062
1,cardiomegaly,0.1076923076923077,0.1590909090909091,0.12844036697247704,0.5755186372069488
2,scoliosis / degenerative,0.15454545454545454,0.6375,0.24878048780487805,0.5282306163021869
3,fractures bone,0.033783783783783786,0.4166666666666667,0.06250000000000001,0.7151196730881495
4,pleural effusion,0.0707070707070707,0.3888888888888889,0.11965811965811965,0.7688298918387414
5,thickening,0.00909090909090909,0.16666666666666666,0.017241379310344827,0.4289428076256499
6,pneumothorax,0.006557377049180328,0.6666666666666666,0.012987012987012988,0.5206896551724138
7,hernia hiatal,0.01694915254237288,0.3333333333333333,0.03225806451612903,0.6013864818024264
8,calcinosis,0.0700280112044818,0.6578947368421053,0.12658227848101267,0.5561081603090295
9,emphysema / pulmonary emphysema,0.04507042253521127,0.9411764705882353,0.08602150537634409,0.7497401787570152
10,pneumonia / infiltrate / consolidation,0.017605633802816902,0.3333333333333333,0.03344481605351171,0.39389671361502354
11,pulmonary edema,0.0,0.0,0.0,0.4621606008087811
12,pulmonary atelectasis,0.07167235494880546,0.4883720930232558,0.125,0.48931955211024974
13,cicatrix,0.05722070844686648,0.8076923076923077,0.1068702290076336,0.676702112967822
14,opacity,0.17218543046357615,0.38235294117647056,0.23744292237442924,0.6196459166190748
15,nodule / mass,0.039301310043668124,0.5294117647058824,0.07317073170731707,0.5682810226564123
16,airspace disease,0.1875,0.15,0.16666666666666663,0.5939609236234458
17,hypoinflation / hyperdistention,0.16193181818181818,0.7037037037037037,0.2632794457274827,0.5938468348826913
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.08426966292134831,0.36585365853658536,0.136986301369863,0.568580685806858
19,other,0.09732360097323602,0.6779661016949152,0.17021276595744683,0.4904256695562168
