,name,precision,recall,f1,auc
0,normal / no indexing,0.5167958656330749,0.8658008658008658,0.6472491909385113,0.7489300472255016
1,cardiomegaly,0.26744186046511625,0.5227272727272727,0.35384615384615375,0.8180131556754933
2,scoliosis / degenerative,0.2254335260115607,0.4875,0.308300395256917,0.6361580516898607
3,fractures bone,0.07142857142857142,0.25,0.11111111111111112,0.7247518972562755
4,pleural effusion,0.1864406779661017,0.6111111111111112,0.28571428571428575,0.9187807276302852
5,thickening,0.05555555555555555,0.16666666666666666,0.08333333333333333,0.4214326978625072
6,pneumothorax,0.0,0.0,0.0,0.5902298850574712
7,hernia hiatal,0.09090909090909091,0.6666666666666666,0.16,0.8948584633160024
8,calcinosis,0.1016949152542373,0.631578947368421,0.17518248175182483,0.6457749879285368
9,emphysema / pulmonary emphysema,0.1111111111111111,0.7058823529411765,0.192,0.8793390147578466
10,pneumonia / infiltrate / consolidation,0.12698412698412698,0.5333333333333333,0.2051282051282051,0.7475352112676057
11,pulmonary edema,0.03225806451612903,0.16666666666666666,0.05405405405405405,0.7677642980935875
12,pulmonary atelectasis,0.21052631578947367,0.46511627906976744,0.2898550724637681,0.7128337639965546
13,cicatrix,0.11811023622047244,0.5769230769230769,0.19607843137254902,0.742507940892142
14,opacity,0.2948717948717949,0.3382352941176471,0.31506849315068497,0.7415191319246146
15,nodule / mass,0.018867924528301886,0.11764705882352941,0.032520325203252036,0.4872167948451466
16,airspace disease,0.07142857142857142,0.15,0.09677419354838708,0.6892539964476021
17,hypoinflation / hyperdistention,0.26737967914438504,0.6172839506172839,0.3731343283582089,0.7374698735920516
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.16666666666666666,0.43902439024390244,0.24161073825503354,0.7247322473224732
19,other,0.10344827586206896,0.559322033898305,0.1746031746031746,0.5435696726614051
