,name,precision,recall,f1,auc
0,normal / no indexing,0.46357615894039733,0.6060606060606061,0.5253283302063789,0.6076839826839827
1,cardiomegaly,0.18309859154929578,0.29545454545454547,0.22608695652173913,0.6166301231236296
2,scoliosis / degenerative,0.1609907120743034,0.65,0.25806451612903225,0.5470427435387674
3,fractures bone,0.06779661016949153,0.3333333333333333,0.11267605633802817,0.6825744308231173
4,pleural effusion,0.06976744186046512,0.3333333333333333,0.11538461538461539,0.6492625368731564
5,thickening,0.008928571428571428,0.16666666666666666,0.01694915254237288,0.41796649335644137
6,pneumothorax,0.004807692307692308,0.6666666666666666,0.00954653937947494,0.44425287356321835
7,hernia hiatal,0.014388489208633094,0.3333333333333333,0.02758620689655172,0.6525129982668978
8,calcinosis,0.07936507936507936,0.7894736842105263,0.14423076923076922,0.5909222597778852
9,emphysema / pulmonary emphysema,0.044386422976501305,1.0,0.085,0.7665765953024319
10,pneumonia / infiltrate / consolidation,0.020460358056265986,0.5333333333333333,0.0394088669950739,0.4754694835680751
11,pulmonary edema,0.011111111111111112,0.16666666666666666,0.020833333333333336,0.5205083766608896
12,pulmonary atelectasis,0.07637231503579953,0.7441860465116279,0.13852813852813853,0.5174849267872523
13,cicatrix,0.0641399416909621,0.8461538461538461,0.1192411924119241,0.674423422179257
14,opacity,0.14965986394557823,0.3235294117647059,0.20465116279069767,0.5213306681896059
15,nodule / mass,0.0379746835443038,0.35294117647058826,0.06857142857142857,0.5647474537518188
16,airspace disease,0.16666666666666666,0.05,0.07692307692307691,0.5533747779751332
17,hypoinflation / hyperdistention,0.17142857142857143,0.8148148148148148,0.28326180257510736,0.5728198317839752
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.09411764705882353,0.3902439024390244,0.15165876777251183,0.552470524705247
19,other,0.10625,0.864406779661017,0.18923933209647495,0.5339629965066632
