,name,precision,recall,f1,auc
0,normal / no indexing,0.557632398753894,0.7748917748917749,0.6485507246376812,0.7461137347500983
1,cardiomegaly,0.19626168224299065,0.4772727272727273,0.2781456953642384,0.7989121268342048
2,scoliosis / degenerative,0.20233463035019456,0.65,0.3086053412462908,0.6633697813121272
3,fractures bone,0.17647058823529413,0.25,0.20689655172413793,0.6838879159369526
4,pleural effusion,0.1794871794871795,0.3888888888888889,0.24561403508771928,0.9252704031465093
5,thickening,0.0,0.0,0.0,0.45118428653957254
6,pneumothorax,0.0,0.0,0.0,0.45632183908045976
7,hernia hiatal,0.05,0.16666666666666666,0.07692307692307691,0.8804159445407279
8,calcinosis,0.07307692307692308,0.5,0.12751677852348994,0.5606470304200869
9,emphysema / pulmonary emphysema,0.14925373134328357,0.5882352941176471,0.23809523809523808,0.8930575763874454
10,pneumonia / infiltrate / consolidation,0.1111111111111111,0.26666666666666666,0.1568627450980392,0.682981220657277
11,pulmonary edema,0.0,0.0,0.0,0.6969959560947429
12,pulmonary atelectasis,0.21518987341772153,0.3953488372093023,0.27868852459016397,0.7051679586563306
13,cicatrix,0.13,0.5,0.20634920634920637,0.7405054550476453
14,opacity,0.32967032967032966,0.4411764705882353,0.3773584905660377,0.7129354654483153
15,nodule / mass,0.007936507936507936,0.058823529411764705,0.013986013986013986,0.4553107462066099
16,airspace disease,0.125,0.1,0.11111111111111112,0.686145648312611
17,hypoinflation / hyperdistention,0.2459016393442623,0.5555555555555556,0.3409090909090909,0.7196891446559441
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.16,0.3902439024390244,0.22695035460992907,0.7509675096750967
19,other,0.1099290780141844,0.5254237288135594,0.18181818181818182,0.5586751196791305
