,name,precision,recall,f1,auc
0,normal / no indexing,0.48135593220338985,0.6147186147186147,0.5399239543726235,0.6294888823297914
1,cardiomegaly,0.17721518987341772,0.3181818181818182,0.22764227642276422,0.6307134424017541
2,scoliosis / degenerative,0.15181518151815182,0.575,0.24020887728459528,0.5339214711729623
3,fractures bone,0.02564102564102564,0.3333333333333333,0.047619047619047616,0.6798015178050204
4,pleural effusion,0.09803921568627451,0.5555555555555556,0.16666666666666669,0.7975417895771878
5,thickening,0.013333333333333334,0.16666666666666666,0.02469135802469136,0.4324090121317158
6,pneumothorax,0.0,0.0,0.0,0.282183908045977
7,hernia hiatal,0.016260162601626018,0.3333333333333333,0.0310077519379845,0.7143269786250722
8,calcinosis,0.07309941520467836,0.6578947368421053,0.13157894736842105,0.5746499275712216
9,emphysema / pulmonary emphysema,0.05859375,0.8823529411764706,0.10989010989010989,0.8104344211182706
10,pneumonia / infiltrate / consolidation,0.02564102564102564,0.4,0.048192771084337345,0.5218309859154929
11,pulmonary edema,0.0,0.0,0.0,0.5961871750433276
12,pulmonary atelectasis,0.09045226130653267,0.4186046511627907,0.14876033057851243,0.5541343669250647
13,cicatrix,0.07307692307692308,0.7307692307692307,0.13286713286713286,0.6701422455461953
14,opacity,0.2391304347826087,0.3235294117647059,0.275,0.6425185608223871
15,nodule / mass,0.029166666666666667,0.4117647058823529,0.05447470817120622,0.525462481812513
16,airspace disease,0.08,0.2,0.11428571428571428,0.627619893428064
17,hypoinflation / hyperdistention,0.16265060240963855,0.6666666666666666,0.261501210653753,0.6001672323053464
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.1349206349206349,0.4146341463414634,0.20359281437125748,0.6676716767167672
19,other,0.10459183673469388,0.6949152542372882,0.18181818181818182,0.4663604606029241
