,name,precision,recall,f1,auc
0,normal / no indexing,0.5679442508710801,0.7056277056277056,0.6293436293436293,0.7489669421487604
1,cardiomegaly,0.21818181818181817,0.5454545454545454,0.3116883116883117,0.8154832180806206
2,scoliosis / degenerative,0.17,0.6375,0.26842105263157895,0.6396123260437375
3,fractures bone,0.0851063829787234,0.3333333333333333,0.13559322033898305,0.6659369527145359
4,pleural effusion,0.18518518518518517,0.8333333333333334,0.303030303030303,0.911701081612586
5,thickening,0.034482758620689655,0.16666666666666666,0.05714285714285715,0.4820912767186597
6,pneumothorax,0.0,0.0,0.0,0.5051724137931034
7,hernia hiatal,0.050505050505050504,0.8333333333333334,0.09523809523809525,0.8778162911611784
8,calcinosis,0.0898876404494382,0.631578947368421,0.15737704918032785,0.618010622887494
9,emphysema / pulmonary emphysema,0.08917197452229299,0.8235294117647058,0.16091954022988503,0.8714404489711078
10,pneumonia / infiltrate / consolidation,0.08247422680412371,0.5333333333333333,0.14285714285714285,0.768075117370892
11,pulmonary edema,0.02702702702702703,0.16666666666666666,0.046511627906976744,0.7215482380127094
12,pulmonary atelectasis,0.16265060240963855,0.627906976744186,0.25837320574162675,0.728423772609819
13,cicatrix,0.09547738693467336,0.7307692307692307,0.16888888888888887,0.7459605026929982
14,opacity,0.2978723404255319,0.6176470588235294,0.4019138755980861,0.7424043403769275
15,nodule / mass,0.0196078431372549,0.17647058823529413,0.03529411764705882,0.48815215131989187
16,airspace disease,0.06896551724137931,0.2,0.10256410256410257,0.7031971580817051
17,hypoinflation / hyperdistention,0.2396694214876033,0.7160493827160493,0.3591331269349845,0.7209187939599626
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.14678899082568808,0.3902439024390244,0.21333333333333335,0.7305823058230583
19,other,0.10185185185185185,0.559322033898305,0.1723237597911227,0.5001293828438349
