,name,precision,recall,f1,auc
0,normal / no indexing,0.4592274678111588,0.46320346320346323,0.46120689655172414,0.5700265643447462
1,cardiomegaly,0.12195121951219512,0.3409090909090909,0.17964071856287425,0.5836987687637039
2,scoliosis / degenerative,0.15444015444015444,0.5,0.2359882005899705,0.5178180914512923
3,fractures bone,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.691768826619965
4,pleural effusion,0.048484848484848485,0.4444444444444444,0.08743169398907104,0.6059980334316618
5,thickening,0.003703703703703704,0.16666666666666666,0.007246376811594203,0.3367995378393992
6,pneumothorax,0.005272407732864675,1.0,0.010489510489510488,0.5574712643678161
7,hernia hiatal,0.015625,0.3333333333333333,0.029850746268656716,0.6400924321201618
8,calcinosis,0.06463195691202872,0.9473684210526315,0.12100840336134452,0.5185417672621921
9,emphysema / pulmonary emphysema,0.033936651583710405,0.8823529411764706,0.065359477124183,0.5906256495531075
10,pneumonia / infiltrate / consolidation,0.019855595667870037,0.7333333333333333,0.038664323374340955,0.41572769953051647
11,pulmonary edema,0.0,0.0,0.0,0.5121317157712304
12,pulmonary atelectasis,0.07553956834532374,0.9767441860465116,0.14023372287145242,0.45973298880275626
13,cicatrix,0.05778894472361809,0.8846153846153846,0.10849056603773585,0.6387929843944207
14,opacity,0.11875,0.5588235294117647,0.1958762886597938,0.48335237007424325
15,nodule / mass,0.07142857142857142,0.17647058823529413,0.10169491525423728,0.5411556848887965
16,airspace disease,0.0,0.0,0.0,0.4858792184724689
17,hypoinflation / hyperdistention,0.15162454873646208,0.5185185185185185,0.23463687150837986,0.5525552112537504
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.06578947368421052,0.24390243902439024,0.10362694300518135,0.528980289802898
19,other,0.10629067245119306,0.8305084745762712,0.18846153846153846,0.5101242075300815
