,name,precision,recall,f1,auc
0,normal / no indexing,0.4421364985163205,0.645021645021645,0.5246478873239436,0.608913813459268
1,cardiomegaly,0.11666666666666667,0.1590909090909091,0.13461538461538464,0.5457918704671951
2,scoliosis / degenerative,0.1592920353982301,0.675,0.2577565632458234,0.5466202783300198
3,fractures bone,0.043478260869565216,0.25,0.07407407407407408,0.5121132516053707
4,pleural effusion,0.037037037037037035,0.2777777777777778,0.06535947712418301,0.6101278269419863
5,thickening,0.00823045267489712,0.3333333333333333,0.016064257028112452,0.3422876949740034
6,pneumothorax,0.005813953488372093,1.0,0.011560693641618497,0.5637931034482758
7,hernia hiatal,0.009708737864077669,0.3333333333333333,0.018867924528301886,0.4846909300982092
8,calcinosis,0.06882591093117409,0.8947368421052632,0.12781954887218044,0.5672621921776919
9,emphysema / pulmonary emphysema,0.035864978902953586,1.0,0.06924643584521385,0.7043234254832675
10,pneumonia / infiltrate / consolidation,0.017543859649122806,0.5333333333333333,0.033970276008492575,0.38732394366197187
11,pulmonary edema,0.0,0.0,0.0,0.5109763142692085
12,pulmonary atelectasis,0.07066381156316917,0.7674418604651163,0.12941176470588237,0.43634797588285956
13,cicatrix,0.049019607843137254,0.7692307692307693,0.09216589861751152,0.6261566082032869
14,opacity,0.14957264957264957,0.5147058823529411,0.23178807947019867,0.5792118789263279
15,nodule / mass,0.04504504504504504,0.29411764705882354,0.078125,0.4987528580336728
16,airspace disease,0.0,0.0,0.0,0.4727353463587922
17,hypoinflation / hyperdistention,0.16044776119402984,0.5308641975308642,0.24641833810888253,0.5657124588067483
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.09,0.43902439024390244,0.14937759336099585,0.5287552875528755
19,other,0.10609480812641084,0.7966101694915254,0.18725099601593626,0.5423728813559321
