,name,precision,recall,f1,auc
0,normal / no indexing,0.4821917808219178,0.7619047619047619,0.5906040268456375,0.6616489571035025
1,cardiomegaly,0.1875,0.3409090909090909,0.24193548387096778,0.6695058188564682
2,scoliosis / degenerative,0.16129032258064516,0.5,0.24390243902439024,0.5431908548707755
3,fractures bone,0.02666666666666667,0.3333333333333333,0.04938271604938272,0.6434617629889083
4,pleural effusion,0.06976744186046512,0.3333333333333333,0.11538461538461539,0.7780727630285154
5,thickening,0.010638297872340425,0.16666666666666666,0.02,0.42605430387059506
6,pneumothorax,0.007407407407407408,0.3333333333333333,0.014492753623188406,0.5626436781609195
7,hernia hiatal,0.025423728813559324,0.5,0.04838709677419355,0.7180820335066436
8,calcinosis,0.08708708708708708,0.7631578947368421,0.15633423180592992,0.6023660067600193
9,emphysema / pulmonary emphysema,0.05120481927710843,1.0,0.09742120343839542,0.8129287050509248
10,pneumonia / infiltrate / consolidation,0.02197802197802198,0.4,0.04166666666666668,0.44248826291079807
11,pulmonary edema,0.011494252873563218,0.16666666666666666,0.02150537634408602,0.5233968804159446
12,pulmonary atelectasis,0.07874015748031496,0.46511627906976744,0.13468013468013468,0.5074935400516796
13,cicatrix,0.06367041198501873,0.6538461538461539,0.11604095563139931,0.6403121115867975
14,opacity,0.14634146341463414,0.2647058823529412,0.18848167539267016,0.5884637350085665
15,nodule / mass,0.03435114503816794,0.5294117647058824,0.06451612903225806,0.5715028060694243
16,airspace disease,0.1,0.2,0.13333333333333333,0.6088809946714032
17,hypoinflation / hyperdistention,0.17543859649122806,0.6172839506172839,0.27322404371584696,0.5820667945501943
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.11504424778761062,0.3170731707317073,0.16883116883116883,0.6264512645126451
19,other,0.09324009324009325,0.6779661016949152,0.1639344262295082,0.48175701901927803
