,name,precision,recall,f1,auc
0,normal / no indexing,0.5577557755775577,0.7316017316017316,0.6329588014981273,0.7438508461235734
1,cardiomegaly,0.20454545454545456,0.6136363636363636,0.3068181818181818,0.8127846179794233
2,scoliosis / degenerative,0.19806763285024154,0.5125,0.2857142857142857,0.6511928429423459
3,fractures bone,0.14285714285714285,0.25,0.18181818181818182,0.6971687098657326
4,pleural effusion,0.15517241379310345,0.5,0.2368421052631579,0.9075712881022615
5,thickening,0.0,0.0,0.0,0.46995956094742924
6,pneumothorax,0.0,0.0,0.0,0.4580459770114942
7,hernia hiatal,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.8682842287694975
8,calcinosis,0.08415841584158416,0.4473684210526316,0.14166666666666666,0.5852245292129405
9,emphysema / pulmonary emphysema,0.14285714285714285,0.7058823529411765,0.2376237623762376,0.8905632924547912
10,pneumonia / infiltrate / consolidation,0.1016949152542373,0.4,0.16216216216216214,0.7109154929577465
11,pulmonary edema,0.08333333333333333,0.5,0.14285714285714285,0.7749855574812248
12,pulmonary atelectasis,0.19148936170212766,0.4186046511627907,0.26277372262773724,0.7118001722652886
13,cicatrix,0.12295081967213115,0.5769230769230769,0.2027027027027027,0.7405054550476454
14,opacity,0.29523809523809524,0.45588235294117646,0.3583815028901734,0.712564249000571
15,nodule / mass,0.008849557522123894,0.058823529411764705,0.015384615384615385,0.4369154022032841
16,airspace disease,0.07142857142857142,0.1,0.08333333333333333,0.7269094138543517
17,hypoinflation / hyperdistention,0.2300469483568075,0.6049382716049383,0.33333333333333337,0.7286409915891987
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.168,0.5121951219512195,0.25301204819277107,0.7412024120241203
19,other,0.12184873949579832,0.4915254237288136,0.19528619528619529,0.5714193297968689
