,name,precision,recall,f1,auc
0,normal / no indexing,0.5297450424929179,0.8095238095238095,0.6404109589041096,0.7473066706021251
1,cardiomegaly,0.24324324324324326,0.4090909090909091,0.3050847457627119,0.7996289424860854
2,scoliosis / degenerative,0.2154696132596685,0.4875,0.29885057471264365,0.6625000000000001
3,fractures bone,0.17647058823529413,0.25,0.20689655172413793,0.6825744308231173
4,pleural effusion,0.2702702702702703,0.5555555555555556,0.36363636363636365,0.9181907571288102
5,thickening,0.0,0.0,0.0,0.45725014442518774
6,pneumothorax,0.0,0.0,0.0,0.45747126436781604
7,hernia hiatal,0.06896551724137931,0.3333333333333333,0.1142857142857143,0.8760831889081455
8,calcinosis,0.07643312101910828,0.631578947368421,0.13636363636363635,0.5441815548044422
9,emphysema / pulmonary emphysema,0.15384615384615385,0.7058823529411765,0.25263157894736843,0.8680108085637082
10,pneumonia / infiltrate / consolidation,0.14285714285714285,0.13333333333333333,0.1379310344827586,0.727699530516432
11,pulmonary edema,0.0,0.0,0.0,0.7027729636048526
12,pulmonary atelectasis,0.2,0.23255813953488372,0.2150537634408602,0.7157192075796728
13,cicatrix,0.12244897959183673,0.46153846153846156,0.1935483870967742,0.7308382820052479
14,opacity,0.2894736842105263,0.3235294117647059,0.30555555555555564,0.6996858937749857
15,nodule / mass,0.013888888888888888,0.11764705882352941,0.024844720496894408,0.43452504676782366
16,airspace disease,0.0,0.0,0.0,0.6847246891651866
17,hypoinflation / hyperdistention,0.2469879518072289,0.5061728395061729,0.33198380566801616,0.7341498204712016
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.22950819672131148,0.34146341463414637,0.27450980392156865,0.7490324903249033
19,other,0.13043478260869565,0.559322033898305,0.2115384615384615,0.5537909173243628
