,name,precision,recall,f1,auc
0,normal / no indexing,0.5361842105263158,0.7056277056277056,0.6093457943925235,0.7207915190869737
1,cardiomegaly,0.21875,0.4772727272727273,0.3,0.7816242199359082
2,scoliosis / degenerative,0.18272425249169436,0.6875,0.2887139107611549,0.6105119284294235
3,fractures bone,0.04316546762589928,0.5,0.0794701986754967,0.7086981903093987
4,pleural effusion,0.11458333333333333,0.6111111111111112,0.19298245614035087,0.8470993117010815
5,thickening,0.014492753623188406,0.16666666666666666,0.026666666666666665,0.44598497978047374
6,pneumothorax,0.0,0.0,0.0,0.5448275862068965
7,hernia hiatal,0.038461538461538464,0.8333333333333334,0.07352941176470588,0.8327556325823223
8,calcinosis,0.08459214501510574,0.7368421052631579,0.15176151761517617,0.6179140511830034
9,emphysema / pulmonary emphysema,0.07575757575757576,0.8823529411764706,0.13953488372093023,0.8512783205154854
10,pneumonia / infiltrate / consolidation,0.0851063829787234,0.5333333333333333,0.14678899082568805,0.7076291079812207
11,pulmonary edema,0.03076923076923077,0.3333333333333333,0.056338028169014086,0.6675332177931831
12,pulmonary atelectasis,0.14457831325301204,0.5581395348837209,0.22966507177033493,0.6766580534022394
13,cicatrix,0.0711743772241993,0.7692307692307693,0.13029315960912052,0.725866593012015
14,opacity,0.25892857142857145,0.4264705882352941,0.32222222222222224,0.6904911479154768
15,nodule / mass,0.028735632183908046,0.29411764705882354,0.05235602094240837,0.5023903554354603
16,airspace disease,0.13636363636363635,0.3,0.18749999999999997,0.6466252220248668
17,hypoinflation / hyperdistention,0.20748299319727892,0.7530864197530864,0.32533333333333336,0.6670355614578721
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.13245033112582782,0.4878048780487805,0.20833333333333334,0.6889568895688958
19,other,0.09785202863961814,0.6949152542372882,0.17154811715481172,0.5099301332643291
