,name,precision,recall,f1,auc
0,normal / no indexing,0.4639175257731959,0.5844155844155844,0.5172413793103449,0.5993949232585597
1,cardiomegaly,0.125,0.22727272727272727,0.16129032258064516,0.5960532973519987
2,scoliosis / degenerative,0.15300546448087432,0.7,0.25112107623318386,0.5313369781312127
3,fractures bone,0.03333333333333333,0.3333333333333333,0.0606060606060606,0.6091652072387623
4,pleural effusion,0.06,0.5,0.10714285714285712,0.6670599803343166
5,thickening,0.013452914798206279,0.5,0.026200873362445413,0.4485846331600231
6,pneumothorax,0.004761904761904762,0.6666666666666666,0.009456264775413713,0.6442528735632184
7,hernia hiatal,0.015957446808510637,0.5,0.03092783505154639,0.5831889081455806
8,calcinosis,0.06516290726817042,0.6842105263157895,0.11899313501144165,0.5718976339932399
9,emphysema / pulmonary emphysema,0.03944315545243619,1.0,0.07589285714285714,0.6873830804406569
10,pneumonia / infiltrate / consolidation,0.018867924528301886,0.5333333333333333,0.03644646924829157,0.4245305164319249
11,pulmonary edema,0.015151515151515152,0.16666666666666666,0.027777777777777776,0.5548815713460428
12,pulmonary atelectasis,0.06801007556675064,0.627906976744186,0.12272727272727274,0.5261412575366063
13,cicatrix,0.062111801242236024,0.7692307692307693,0.11494252873563217,0.651705565529623
14,opacity,0.15422885572139303,0.45588235294117646,0.23048327137546468,0.5776127926898915
15,nodule / mass,0.05357142857142857,0.5294117647058824,0.09729729729729729,0.55684888796508
16,airspace disease,0.0,0.0,0.0,0.5813499111900533
17,hypoinflation / hyperdistention,0.15743440233236153,0.6666666666666666,0.25471698113207547,0.5548177659731444
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.08620689655172414,0.36585365853658536,0.13953488372093023,0.59990099900999
19,other,0.09223300970873786,0.6440677966101694,0.1613588110403397,0.5076659334972182
