,name,precision,recall,f1,auc
0,normal / no indexing,0.5269121813031161,0.8051948051948052,0.636986301369863,0.7462859110586384
1,cardiomegaly,0.29577464788732394,0.4772727272727273,0.3652173913043478,0.8141760836566031
2,scoliosis / degenerative,0.20670391061452514,0.4625,0.2857142857142857,0.6398856858846919
3,fractures bone,0.18181818181818182,0.3333333333333333,0.23529411764705885,0.7113251605370694
4,pleural effusion,0.2222222222222222,0.4444444444444444,0.2962962962962963,0.9283185840707965
5,thickening,0.0,0.0,0.0,0.4737146158290006
6,pneumothorax,0.0,0.0,0.0,0.410919540229885
7,hernia hiatal,0.041666666666666664,0.16666666666666666,0.06666666666666667,0.8827267475447719
8,calcinosis,0.07569721115537849,0.5,0.1314878892733564,0.5586190246257846
9,emphysema / pulmonary emphysema,0.13414634146341464,0.6470588235294118,0.22222222222222224,0.8928497193930576
10,pneumonia / infiltrate / consolidation,0.045454545454545456,0.06666666666666667,0.05405405405405406,0.7004694835680751
11,pulmonary edema,0.0,0.0,0.0,0.7169266320046216
12,pulmonary atelectasis,0.1935483870967742,0.27906976744186046,0.22857142857142856,0.6993109388458225
13,cicatrix,0.14606741573033707,0.5,0.22608695652173913,0.7448556829167243
14,opacity,0.33766233766233766,0.38235294117647056,0.3586206896551724,0.713478012564249
15,nodule / mass,0.010869565217391304,0.058823529411764705,0.018348623853211007,0.4064643525254625
16,airspace disease,0.0625,0.05,0.05555555555555556,0.6935168738898757
17,hypoinflation / hyperdistention,0.24456521739130435,0.5555555555555556,0.339622641509434,0.7301165707540209
18,catheters indwelling / surgical instruments / tube inserted / medical device,0.20481927710843373,0.4146341463414634,0.27419354838709675,0.7295472954729546
19,other,0.12554112554112554,0.4915254237288136,0.2,0.5608099366024065
